mandateId|lastUpdateDate|creditorId|creditorName|creditorAccountNumber|creditorSortCode|creditorIban|creditorBic|debtorName|debtorAccountNumber|debtorSortCode|debtorIban|debtorBic|debtorEmail|debtorPhone|mandateReference|mandateType|frequency|status|signatureDate|effectiveDate|expiryDate|maxAmountPerTransaction|maxAmountPerMonth|maxTransactionsPerMonth|currency|description|schemeType
MND-0000000132|2024-02-04 10:24:01|CRED000430|BT Payment Services Ltd|42572217|60-25-54|GB67NWBK60255442572217|RBOSIE2S|Harry O'Brien|99773246|93-91-04|GB53NWBK93910499773246|SWINIE2L|harry.o'brien@talktalk.net|+447807665766|REF-BTP-028001|ONE_OFF|ONE_OFF|ACTIVE|2025-03-06|2025-03-10|2028-03-10|2851.28|11405.12|6|EUR|Water rates|SEPA_CORE
MND-0000000133|2024-07-08 11:00:45|CRED000208|AA Membership Services|06765854|14-57-10|GB66NWBK14571006765854|MIDLIEMM|Harry Cooper|36637705|47-27-69|GB28NWBK47276936637705|HSBCGB2L|harry_cooper@btinternet.com|+447902360855|REF-AAM-156542|ONE_OFF|ONE_OFF|ACTIVE|2026-12-12|2026-12-27|2030-12-27|4581.09|13743.27|4|GBP|Phone contract|SEPA_CORE
MND-0000000134|2026-02-19 15:29:46|CRED000664|Adobe Systems UK|78373968|14-15-51|GB73NWBK14155178373968|NATWGB2L|Hannah Green|62980502|50-06-78|GB26NWBK50067862980502|HSBCIE22|hannah.green696@sky.com|+447708084865|REF-ADOB-726174|ONE_OFF|ONE_OFF|PENDING|2026-01-18|2026-01-29|2027-01-29|2576.34|6570.60|5|GBP|Council tax|SEPA_CORE
MND-0000000135|2026-01-25 11:05:09|CRED000674|Severn Trent Water|21999043|91-73-52|GB30NWBK91735221999043|MIDLGB21|Joshua Bennett|93783710|90-60-90|GB44NWBK90609093783710|SANTGB22|joshua31@sky.com|+447809006458|REF-SEVE-896937|RECURRING|FORTNIGHTLY|ACTIVE|2021-02-04|2021-02-28|2025-02-28|753.69|3014.76|6|GBP|Gym membership|BACS
MND-0000000136|2025-03-10 16:55:58|CRED000448|HSBC Insurance Services|88671185|35-20-99|GB85NWBK35209988671185|NATWIE22|Harry Turner|20899203|31-93-38|GB50NWBK31933820899203|NATWGBMM|harry_turner@hotmail.com|+447805361956|REF-HSBC-126280|ONE_OFF|ONE_OFF|ACTIVE|2024-11-01|2024-11-25|2029-11-25|1917.37|3834.74|8|GBP|Club dues|BACS
MND-0000000137|2024-01-17 01:45:21|CRED000527|Admiral Insurance|71670465|11-52-68|GB63NWBK11526871670465|SANTGB2L|Grace Mitchell|86325981|45-34-84|GB77NWBK45348486325981|NWBKGBMM|grace_mitchell@icloud.com|+447708282657|REF-ADMI-411466|ONE_OFF|ONE_OFF|ACTIVE|2022-02-18|2022-03-20|2027-03-20|1450.46|7252.30|8|GBP|Rent payment|BACS
MND-0000000138|2026-02-19 15:29:46|CRED000775|British Gas Services Ltd|25470330|49-56-35|GB35NWBK49563525470330|TSBSGB22|Isabella Phillips|81670303|74-67-69|GB11NWBK74676981670303|BARCGB2S|isabellaphillips@gmail.com|+447805866206|REF-BRIT-547486|ONE_OFF|ANNUALLY|ACTIVE|2025-06-14|2025-06-25|2030-06-25|1103.49|5517.45|2|GBP|Broadband service|SEPA_B2B
MND-0000000139|2025-12-08 01:21:08|CRED000386|United Utilities Water|10388867|07-83-37|GB14NWBK07833710388867|NATWGB2L|Grace Clarke|93126359|14-26-33|GB85NWBK14263393126359|SWINGB21|grace.clarke1@yahoo.co.uk|+447909153105|REF-UNIT-447192|ONE_OFF|ONE_OFF|ACTIVE|2021-11-23|2021-12-05|2024-12-05|3551.14|7102.28|7|GBP|Insurance premium|BACS
MND-0000000140|2025-01-06 22:46:34|CRED000561|British Gas Services Ltd|53109341|74-86-65|GB77NWBK74866553109341|SWINGB2L|Lucas Davies|41592734|04-84-59|GB64NWBK04845941592734|TSBSGB2S|lucas.davies69@aol.com|+447708171357|REF-BRIT-416136|RECURRING|WEEKLY|ACTIVE|2026-12-09|2026-12-21|2030-12-21|2100.86|6302.58|5|EUR|Insurance premium|SEPA_CORE
MND-0000000141|2026-02-19 15:29:46|CRED000850|South West Water Ltd|39755065|89-03-69|GB51NWBK89036939755065|NWBKGB22|Phoebe Williams|73156753|74-17-07|GB56NWBK74170773156753|LOYDGB2S|phoebe71@gmail.com|+447901662738|REF-SOUT-388702|ONE_OFF|ONE_OFF|SUSPENDED|2020-04-15|2020-05-02|2021-05-02|3425.07|4918.63|5|GBP|Energy bill|BACS
MND-0000000142|2025-08-28 02:46:43|CRED000531|Sainsbury's Bank|74585117|51-55-81|GB65NWBK51558174585117|RBOSGB2S|Freya Price|96485678|05-22-45|GB34NWBK05224596485678|SWINIE22|freya_price@sky.com|+447909796525|REF-SAIN-101424|RECURRING|WEEKLY|SUSPENDED|2023-01-09|2023-01-24|2026-01-24|4793.93|14381.79|2|GBP|Rent payment|SEPA_CORE
MND-0000000143|2026-02-19 15:29:46|CRED000532|RAC Motoring Services|77491073|23-70-50|GB88NWBK23705077491073|NWBKIE2L|Edward Phillips|36477841|52-48-40|GB58NWBK52484036477841|NATWGB2S|edward.phillips39@outlook.com|+447804755968|REF-RAC-663566|RECURRING|QUARTERLY|SUSPENDED|2026-04-09|2026-05-01|2029-05-01|193.88|15237.84|6|GBP|Club dues|SEPA_CORE
MND-0000000144|2025-04-24 13:48:14|CRED000823|Amazon Prime UK|22047390|54-57-06|GB84NWBK54570622047390|RBOSGB22|Ella Young|77082912|73-45-81|GB41NWBK73458177082912|BARCGBMM|ella2@btinternet.com|+447804728337|REF-AMAZ-058543|RECURRING|ANNUALLY|ACTIVE|2023-02-04|2023-02-17|2024-02-17|3893.97|19469.85|9|GBP|Membership fee|BACS
MND-0000000145|2025-12-26 11:24:11|CRED000685|Greenpeace UK|42557256|38-43-12|GB71NWBK38431242557256|MIDLGB21|Matilda Wilson|27870471|80-19-18|GB26NWBK80191827870471|HSBCGB22|matilda.wilson6@hotmail.com|+447705596411|REF-GREE-119983|RECURRING|WEEKLY|SUSPENDED|2026-07-22|2026-08-15|2030-08-15|3503.59|10510.77|7|GBP|Rent payment|BACS
MND-0000000146|2026-02-19 15:29:46|CRED000774|Yorkshire Water Services|92894543|08-17-79|GB76NWBK08177992894543|NATWIEMM|Emma Wood|29015276|08-11-50|GB84NWBK08115029015276|HSBCGB22|emma438@virginmedia.com|+447807071966|REF-YORK-834391|RECURRING|WEEKLY|ACTIVE|2024-09-20|2024-10-18|2028-10-18|3419.71|2077.40|3|GBP|Phone contract|BACS
MND-0000000147|2026-05-31 05:42:45|CRED000138|Octopus Energy Ltd|39746032|90-27-53|GB62NWBK90275339746032|NWBKGB2L|Daisy Roberts|13793787|70-86-12|GB17NWBK70861213793787|TSBSGB2S|daisyroberts@yahoo.co.uk|+447709747302|REF-OCTO-781032|RECURRING|MONTHLY|ACTIVE|2023-11-12|2023-11-13|2027-11-13|2343.99|4687.98|7|EUR|Charity donation|SEPA_CORE
MND-0000000148|2026-02-04 13:51:03|CRED000771|HSBC Insurance Services|36177865|20-30-08|GB55NWBK20300836177865|LOYDGB22|Mia Ward|34671399|53-62-25|GB62NWBK53622534671399|NATWGBMM|mia.ward@virginmedia.com|+447701955118|REF-HSBC-189853|ONE_OFF|ONE_OFF|ACTIVE|2025-11-18|2025-11-19|2030-11-19|522.03|1044.06|7|GBP|Gym membership|BACS
MND-0000000149|2025-09-21 21:14:50|CRED000192|Octopus Energy Ltd|59788684|11-70-44|GB76NWBK11704459788684|MIDLGB2L|George Phillips|08335131|43-29-26|GB36NWBK43292608335131|SWINGB21|georgephillips@icloud.com|+447903829407|REF-OCTO-532064|ONE_OFF|ONE_OFF|PENDING|2021-10-18|2021-10-25|2026-10-25|4805.92|14417.76|6|GBP|Loan repayment|SEPA_CORE
MND-0000000150|2024-04-22 19:16:31|CRED000040|South West Water Ltd|95228188|52-94-59|GB22NWBK52945995228188|LOYDGB21|Rosie Moore|89606753|08-07-20|GB15NWBK08072089606753|SWINGB22|rosie77@yahoo.co.uk|+447903996574|REF-SOUT-039886|RECURRING|ANNUALLY|SUSPENDED|2026-08-03|2026-08-22|2030-08-22|2371.81|2371.81|5|GBP|Rent payment|SEPA_B2B
MND-0000000151|2026-02-19 15:29:46|CRED000630|Greenpeace UK|49843616|15-71-39|GB88NWBK15713949843616|MIDLGB22|Sarah Johnson|11375504|55-72-81|GB62NWBK55728111375504|HSBCGB2S|sarah.johnson@sky.com|+447801905214|REF-GREE-115661|ONE_OFF|ONE_OFF|ACTIVE|2023-10-09|2023-10-21|2027-10-21|1314.79|2629.58|10|GBP|Broadband service|BACS
MND-0000000152|2026-02-19 15:29:46|CRED000392|Northumbrian Water|73264116|14-19-65|GB50NWBK14196573264116|SWINIEMM|Jacob Robinson|19694342|91-04-35|GB98NWBK91043519694342|NATWIE2L|jacobrobinson@talktalk.net|+447800615393|REF-NORT-974574|ONE_OFF|ONE_OFF|PENDING|2020-08-23|2020-08-31|2022-08-31|3114.32|15571.60|10|GBP|Monthly subscription|BACS
MND-0000000153|2026-12-23 08:57:14|CRED000509|Now TV Limited|81589096|53-03-25|GB57NWBK53032581589096|RBOSGB2S|Elsie Parker|74505941|87-92-20|GB46NWBK87922074505941|SWINGB2S|elsie.parker@sky.com|+447904723581|REF-NOW-547283|ONE_OFF|ONE_OFF|ACTIVE|2020-02-18|2020-02-27|2023-02-27|924.07|3696.28|10|EUR|Gym membership|SEPA_CORE
MND-0000000154|2026-02-19 15:29:46|CRED000092|South West Water Ltd|34290876|55-32-19|GB73NWBK55321934290876|SANTIE21|Muhammad O'Brien|86483166|39-25-70|GB45NWBK39257086483166|RBOSGB2L|muhammad_o'brien@sky.com|+447804091999|REF-SOUT-004797|RECURRING|MONTHLY|SUSPENDED|2020-12-20|2021-01-02|2025-01-02|3252.90|4190.14|3|GBP|Council tax|SEPA_CORE
MND-0000000155|2026-02-19 15:29:46|CRED000063|Severn Trent Water|61128844|51-23-01|GB54NWBK51230161128844|RBOSGBMM|Hannah Davies|03842703|10-19-13|GB39NWBK10191303842703|LOYDGB22|hannah.davies79@btinternet.com|+447809447140|REF-SEVE-664593|ONE_OFF|ONE_OFF|SUSPENDED|2022-08-02|2022-08-10|2027-08-10|4293.61|17174.44|12|GBP|Utility bill payment|BACS
MND-0000000156|2026-02-19 15:29:46|CRED000204|London Borough Council|81075643|11-15-14|GB89NWBK11151481075643|SWINIE2S|Archie Jackson|32429755|51-61-78|GB35NWBK51617832429755|RBOSGB2L|archie.jackson@icloud.com|+447906231280|REF-LOND-897829|RECURRING|WEEKLY|SUSPENDED|2026-05-18|2026-06-16|2027-06-16|2140.26|1353.07|6|EUR|Club dues|SEPA_CORE
MND-0000000157|2026-02-19 15:29:46|CRED000892|WWF UK|25214203|74-03-02|GB80NWBK74030225214203|SWINGBMM|Sebastian McCarthy|84586460|05-47-66|GB22NWBK05476684586460|SWINIE22|sebastianmccarthy@icloud.com|+447704690359|REF-WWF-836292|ONE_OFF|ANNUALLY|SUSPENDED|2023-10-26|2023-10-28|2024-10-28|3466.25|3219.92|13|EUR|Insurance premium|SEPA_CORE
MND-0000000158|2026-02-19 15:29:46|CRED000621|HSBC Insurance Services|69736007|19-31-94|GB79NWBK19319469736007|RBOSGB21|Sarah Singh|71821666|44-28-73|GB44NWBK44287371821666|NWBKGB22|sarahsingh631@sky.com|+447800186626|REF-HSBC-188170|RECURRING|QUARTERLY|ACTIVE|2021-04-29|2021-05-12|2026-05-12|3517.92|7035.84|10|EUR|Utility bill payment|SEPA_CORE
MND-0000000159|2026-02-19 15:29:46|CRED000809|Kindle Unlimited|74119847|52-41-14|GB58NWBK52411474119847|HSBCGB22|Edward O'Brien|71716061|57-73-29|GB43NWBK57732971716061|BARCGB2L|edward.o'brien979@icloud.com|+447809008373|REF-KIND-854992|RECURRING|FORTNIGHTLY|CANCELLED|2023-11-26|2023-11-29|2024-11-29|4386.79|9144.50|9|GBP|Loan repayment|BACS
MND-0000000160|2023-05-06 16:13:16|CRED000048|Audible UK|41869413|77-52-56|GB67NWBK77525641869413|SWINGB21|Olivia Walker|24084923|37-04-96|GB32NWBK37049624084923|NATWGB22|olivia.walker37@gmail.com|+447803877821|REF-AUDI-044237|RECURRING|MONTHLY|ACTIVE|2025-12-27|2025-12-30|2027-12-30|3424.22|13696.88|6|GBP|Service subscription|SEPA_B2B
MND-0000000161|2026-02-19 15:29:46|CRED000817|HBO Max UK|11069730|37-23-16|GB20NWBK37231611069730|SWINGB2L|Rachel Clark|00478103|77-64-84|GB81NWBK77648400478103|NATWGB2S|rachel.clark13@gmail.com|+447702566583|REF-HBO-070159|ONE_OFF|ONE_OFF|SUSPENDED|2022-08-12|2022-08-20|2024-08-20|2465.93|12329.65|3|GBP|Loan repayment|BACS
MND-0000000162|2026-07-04 02:51:06|CRED000579|Disney Plus UK|07909915|40-43-42|GB11NWBK40434207909915|SANTGBMM|Willow Davis|31857567|07-02-00|GB19NWBK07020031857567|LOYDGB2L|willowdavis@virginmedia.com|+447707646455|REF-DISN-266481|RECURRING|FORTNIGHTLY|SUSPENDED|2026-09-09|2026-09-24|2028-09-24|2929.18|5858.36|10|EUR|Regular savings|SEPA_CORE
MND-0000000163|2026-02-19 15:29:46|CRED000942|Netflix International|57054084|32-53-68|GB65NWBK32536857054084|MIDLGB22|Theodore Davies|28626964|47-89-84|GB88NWBK47898428626964|TSBSGB21|theodore.davies@outlook.com|+447805868812|REF-NETF-208162|RECURRING|FORTNIGHTLY|CANCELLED|2021-07-13|2021-08-10|2026-08-10|2052.04|4960.12|4|GBP|TV subscription|SEPA_CORE
MND-0000000164|2026-02-19 15:29:46|CRED000970|Shell Energy Retail|36554522|08-92-76|GB66NWBK08927636554522|NWBKGB2S|Noah O'Brien|95115311|59-77-78|GB60NWBK59777895115311|NATWIE2S|noah92@icloud.com|+447703312861|REF-SHEL-714848|ONE_OFF|WEEKLY|ACTIVE|2023-02-12|2023-03-01|2025-03-01|2875.58|1536.50|2|EUR|Amended standing order|SEPA_CORE
MND-0000000165|2026-02-19 15:29:46|CRED000456|Oxfam GB|31706254|15-99-71|GB13NWBK15997131706254|SANTIE2L|Ella Taylor|62975270|71-64-99|GB30NWBK71649962975270|BARCGB21|ella_taylor@sky.com|+447909417574|REF-OXFA-910299|RECURRING|FORTNIGHTLY|SUSPENDED|2021-01-11|2021-01-22|2026-01-22|3603.36|2300.47|9|GBP|Service subscription|SEPA_CORE
MND-0000000166|2026-02-19 15:29:46|CRED000635|Bulb Energy Ltd|79778609|83-43-96|GB24NWBK83439679778609|NWBKIE2L|James Jackson|32751623|33-56-78|GB50NWBK33567832751623|RBOSGB21|james.jackson324@outlook.com|+447701758142|REF-BULB-342250|RECURRING|MONTHLY|ACTIVE|2024-10-23|2024-10-31|2027-10-31|1920.95|9818.88|8|GBP|Service subscription|SEPA_B2B
MND-0000000167|2026-02-19 15:29:46|CRED000866|Anglian Water Services|10925887|89-61-84|GB20NWBK89618410925887|RBOSGB21|Alfie White|90055238|51-41-21|GB64NWBK51412190055238|BARCGBMM|alfie20@sky.com|+447706915721|REF-ANGL-167327|ONE_OFF|ONE_OFF|ACTIVE|2020-09-26|2020-09-27|2025-09-27|3829.91|16484.40|12|GBP|Energy bill|SEPA_CORE
MND-0000000168|2026-03-17 14:57:12|CRED000917|AA Membership Services|01775350|37-90-54|GB71NWBK37905401775350|NWBKGB2L|Daniel Davis|39155750|13-34-42|GB91NWBK13344239155750|HSBCGB21|daniel_davis@icloud.com|+447901328084|REF-AAM-256250|RECURRING|QUARTERLY|ACTIVE|2022-06-08|2022-07-01|2023-07-01|3791.49|18957.45|8|GBP|Insurance premium|BACS
MND-0000000169|2025-11-09 03:25:20|CRED000098|Yorkshire Water Services|96677649|46-40-41|GB70NWBK46404196677649|TSBSGB22|Alfie Shaw|36161913|44-10-58|GB17NWBK44105836161913|SWINIE2L|alfie75@icloud.com|+447706617188|REF-YORK-041392|RECURRING|FORTNIGHTLY|ACTIVE|2023-10-05|2023-10-15|2026-10-15|2720.33|5440.66|9|GBP|TV subscription|SEPA_B2B
MND-0000000170|2025-07-24 08:01:36|CRED000238|BT Payment Services Ltd|54083994|59-58-78|GB35NWBK59587854083994|MIDLGB2S|Chloe Watson|97928568|34-90-22|GB77NWBK34902297928568|SANTGB21|chloe_watson@gmail.com|+447803438484|REF-BTP-570934|ONE_OFF|ONE_OFF|ACTIVE|2026-02-15|2026-03-03|2027-03-03|1243.42|3730.26|10|GBP|TV subscription|BACS
MND-0000000171|2026-02-27 12:19:14|CRED000427|EDF Energy Customers Plc|91678866|93-50-03|GB64NWBK93500391678866|HSBCGBMM|Ava Singh|22619692|47-96-18|GB48NWBK47961822619692|LOYDIE22|ava.singh@virginmedia.com|+447802983827|REF-EDF-087056|ONE_OFF|ONE_OFF|ACTIVE|2025-11-29|2025-12-20|2027-12-20|4064.17|12192.51|4|GBP|Rent payment|BACS
MND-0000000172|2026-02-19 15:29:46|CRED000962|Dropbox UK Ltd|51755558|89-26-09|GB89NWBK89260951755558|NATWGB22|Hannah Morris|68448747|41-40-53|GB19NWBK41405368448747|HSBCGB2L|hannah.morris@sky.com|+447808898857|REF-DROP-624704|RECURRING|ANNUALLY|ACTIVE|2024-09-08|2024-10-08|2028-10-08|2429.12|4858.24|4|GBP|Energy bill|BACS
MND-0000000173|2026-02-19 15:29:46|CRED000058|Northumbrian Water|19461721|58-70-16|GB38NWBK58701619461721|BARCGB2L|Emma Davis|62804912|48-92-74|GB34NWBK48927462804912|RBOSGB21|emma.davis@btinternet.com|+447900110174|REF-NORT-979172|RECURRING|ANNUALLY|ACTIVE|2024-02-06|2024-02-07|2028-02-07|2495.75|7487.25|5|GBP|Insurance premium|BACS
MND-0000000174|2026-02-19 15:29:46|CRED000531|Vodafone UK|90288007|49-14-01|GB81NWBK49140190288007|NATWGB22|Ava Evans|59814259|09-52-99|GB26NWBK09529959814259|HSBCGB2S|ava.evans70@outlook.com|+447907301192|REF-VODA-232251|ONE_OFF|FORTNIGHTLY|ACTIVE|2020-04-06|2020-04-18|2023-04-18|1235.27|2470.54|4|GBP|Gym membership|BACS
MND-0000000175|2026-02-19 15:29:46|CRED000724|Thames Water Utilities|22450786|80-11-13|GB53NWBK80111322450786|MIDLGB22|Christopher Price|59323954|41-93-16|GB63NWBK41931659323954|LOYDGB2L|christopher_price@aol.com|+447700445627|REF-THAM-572968|ONE_OFF|FORTNIGHTLY|ACTIVE|2025-12-22|2026-01-14|2030-01-14|1729.46|1865.88|9|GBP|TV subscription|SEPA_B2B
MND-0000000176|2026-02-19 15:29:46|CRED000653|Birmingham City Council|97061332|52-67-53|GB76NWBK52675397061332|BARCGB2L|Sebastian Kumar|88402042|91-67-49|GB12NWBK91674988402042|BARCGB22|sebastian.kumar@icloud.com|+447907638909|REF-BIRM-194358|RECURRING|QUARTERLY|ACTIVE|2021-10-21|2021-11-18|2026-11-18|3423.16|7117.55|9|GBP|Broadband service|BACS
MND-0000000177|2026-02-19 15:29:46|CRED000678|Sainsbury's Bank|31580602|15-06-85|GB58NWBK15068531580602|BARCGBMM|Chloe White|10921160|90-61-98|GB64NWBK90619810921160|SWINIEMM|chloe.white@gmail.com|+447907908028|REF-SAIN-264830|RECURRING|WEEKLY|ACTIVE|2024-09-27|2024-10-16|2027-10-16|4179.81|4488.89|1|GBP|Loan repayment|SEPA_B2B
MND-0000000178|2026-02-19 15:29:46|CRED000696|Aviva Insurance Ltd|42560519|60-94-19|GB58NWBK60941942560519|BARCGB22|Chloe Green|52974778|87-77-64|GB37NWBK87776452974778|NWBKGB2S|chloe.green@btinternet.com|+447801118841|REF-AVIV-388303|ONE_OFF|ONE_OFF|ACTIVE|2021-10-21|2021-10-25|2026-10-25|2989.90|4234.41|1|GBP|Utility bill payment|SEPA_CORE
MND-0000000179|2024-06-07 17:32:58|CRED000542|Scottish Power Energy|65580694|05-30-02|GB69NWBK05300265580694|NATWGB22|Henry Ahmed|13178332|15-52-03|GB58NWBK15520313178332|RBOSGB22|henry.ahmed46@talktalk.net|+447902264701|REF-SCOT-044802|RECURRING|WEEKLY|ACTIVE|2023-08-10|2023-08-30|2028-08-30|2887.54|2887.54|8|GBP|Regular savings|SEPA_CORE
MND-0000000180|2026-02-19 15:29:46|CRED000761|Scottish Power Energy|38275246|54-57-60|GB85NWBK54576038275246|BARCGB22|Jacob Turner|55937899|82-59-30|GB83NWBK82593055937899|LOYDGB2S|jacobturner@icloud.com|+447700369307|REF-SCOT-018528|RECURRING|QUARTERLY|ACTIVE|2025-11-23|2025-12-13|2030-12-13|2433.26|2188.50|4|EUR|Utility bill payment|SEPA_CORE
MND-0000000181|2026-02-19 15:29:46|CRED000177|Spotify AB|40586386|01-30-74|GB59NWBK01307440586386|SWINGB2S|Rebecca Robinson|01488631|34-66-06|GB99NWBK34660601488631|TSBSGBMM|rebeccarobinson@aol.com|+447807259884|REF-SPOT-342524|RECURRING|ANNUALLY|CANCELLED|2023-03-07|2023-03-10|2027-03-10|1479.93|1479.93|9|GBP|Insurance premium|BACS
MND-0000000182|2026-02-19 15:29:46|CRED000856|Netflix International|12195740|08-63-03|GB43NWBK08630312195740|NATWGB21|Freya Allen|52460559|18-79-75|GB73NWBK18797552460559|BARCGB21|freyaallen@aol.com|+447701105346|REF-NETF-708351|ONE_OFF|ONE_OFF|ACTIVE|2021-09-29|2021-10-11|2022-10-11|2732.60|4078.55|6|GBP|Loan repayment|BACS
MND-0000000183|2024-06-28 11:50:09|CRED000006|Microsoft Ireland|04980295|74-17-05|GB20NWBK74170504980295|LOYDGB2S|Arthur Kumar|26680872|49-51-02|GB14NWBK49510226680872|RBOSGB22|arthur_kumar@aol.com|+447707297362|REF-MICR-940860|ONE_OFF|ONE_OFF|ACTIVE|2024-06-03|2024-06-23|2025-06-23|447.04|894.08|6|EUR|Membership fee|SEPA_CORE
MND-0000000184|2026-02-19 15:29:46|CRED000533|Paramount Plus UK|91442484|35-03-63|GB36NWBK35036391442484|BARCGB22|Thomas Jones|47396877|39-66-29|GB72NWBK39662947396877|MIDLGB21|thomas.jones@virginmedia.com|+447908881059|REF-PARA-598026|RECURRING|FORTNIGHTLY|ACTIVE|2024-02-06|2024-02-07|2026-02-07|4040.60|12121.80|5|GBP|Updated payment plan|BACS
MND-0000000185|2026-02-19 15:29:46|CRED000326|O2 UK Limited|47466309|73-63-53|GB54NWBK73635347466309|NWBKGB22|Florence Smith|27318112|59-85-85|GB15NWBK59858527318112|NATWGB2S|florencesmith@outlook.com|+447705853994|REF-OU-912189|RECURRING|FORTNIGHTLY|ACTIVE|2020-04-01|2020-04-04|2024-04-04|1619.13|1619.13|7|GBP|Insurance premium|SEPA_CORE
MND-0000000186|2026-02-19 15:29:46|CRED000228|Dropbox UK Ltd|24734545|74-33-77|GB26NWBK74337724734545|HSBCGB22|Charles Sharma|49575660|36-82-99|GB42NWBK36829949575660|NATWGBMM|charles.sharma426@virginmedia.com|+447901290352|REF-DROP-255361|ONE_OFF|ONE_OFF|ACTIVE|2025-09-03|2025-09-28|2026-09-28|1655.07|8257.20|10|GBP|Gym membership|SEPA_B2B
MND-0000000187|2026-02-19 15:29:46|CRED000703|United Utilities Water|60924062|57-58-67|GB53NWBK57586760924062|BARCIE2L|Alexander Morris|58944145|31-36-74|GB12NWBK31367458944145|NATWIE2S|alexander.morris@talktalk.net|+447705872491|REF-UNIT-595420|RECURRING|FORTNIGHTLY|PENDING|2026-07-25|2026-08-17|2029-08-17|4668.31|2389.48|7|GBP|Phone contract|BACS
MND-0000000188|2026-02-19 15:29:46|CRED000982|Thames Water Utilities|73452977|13-86-65|GB86NWBK13866573452977|HSBCGBMM|David Walsh|47080184|90-89-26|GB50NWBK90892647080184|SANTIE22|david92@aol.com|+447901162961|REF-THAM-498133|ONE_OFF|ONE_OFF|SUSPENDED|2024-09-01|2024-09-27|2029-09-27|3464.71|10394.13|2|GBP|Membership fee|SEPA_CORE
MND-0000000189|2026-02-19 15:29:46|CRED000800|Greenpeace UK|58564620|39-46-52|GB92NWBK39465258564620|BARCGB21|Charles Watson|83832945|30-19-70|GB56NWBK30197083832945|SWINGB2L|charles.watson@yahoo.co.uk|+447809449187|REF-GREE-918485|RECURRING|FORTNIGHTLY|ACTIVE|2026-06-12|2026-06-20|2029-06-20|3412.29|5080.30|3|GBP|Broadband service|SEPA_CORE
MND-0000000190|2024-05-15 00:14:08|CRED000503|HBO Max UK|94887814|42-49-22|GB25NWBK42492294887814|BARCGB22|Muhammad Shaw|90627192|59-64-77|GB44NWBK59647790627192|BARCGBMM|muhammad_shaw@virginmedia.com|+447903607879|REF-HBO-793776|ONE_OFF|ONE_OFF|ACTIVE|2026-11-06|2026-12-02|2027-12-02|2386.95|2386.95|6|GBP|Club dues|BACS
MND-0000000191|2026-05-21 03:58:48|CRED000381|Northumbrian Water|51696167|72-40-32|GB48NWBK72403251696167|RBOSGB21|Thomas Johnson|05210302|23-05-57|GB15NWBK23055705210302|MIDLGB21|thomasjohnson@talktalk.net|+447901212261|REF-NORT-173052|ONE_OFF|ONE_OFF|PENDING|2023-12-14|2024-01-10|2028-01-10|3582.80|10748.40|6|EUR|Gym membership|SEPA_CORE
MND-0000000192|2026-02-19 15:29:46|CRED000143|Amazon Prime UK|68118415|36-05-14|GB24NWBK36051468118415|RBOSGB22|Alfie Watson|12700384|36-40-67|GB94NWBK36406712700384|LOYDGB21|alfie.watson1@sky.com|+447700175393|REF-AMAZ-734645|ONE_OFF|ONE_OFF|PENDING|2026-12-13|2026-12-24|2027-12-24|1681.36|5832.20|4|EUR|Loan repayment|SEPA_CORE
MND-0000000193|2024-09-25 09:12:13|CRED000190|E.ON Next Energy|82824743|50-90-35|GB57NWBK50903582824743|HSBCIE2L|Alfie Carter|33649525|41-19-40|GB24NWBK41194033649525|MIDLGB21|alfie55@virginmedia.com|+447901718104|REF-EON-243904|ONE_OFF|ONE_OFF|ACTIVE|2023-05-30|2023-06-02|2026-06-02|2804.40|5608.80|7|GBP|Water rates|BACS
MND-0000000194|2025-11-08 16:36:16|CRED000736|National Trust Membership|52522753|37-60-55|GB51NWBK37605552522753|NATWGBMM|Ivy Kelly|40458629|71-15-91|GB13NWBK71159140458629|HSBCGB2L|ivy.kelly@outlook.com|+447900546975|REF-NATI-535205|RECURRING|FORTNIGHTLY|ACTIVE|2022-12-24|2023-01-21|2024-01-21|3389.83|16949.15|3|GBP|Rent payment|BACS
MND-0000000195|2026-02-19 15:29:46|CRED000456|British Heart Foundation|78609025|34-25-04|GB23NWBK34250478609025|NATWGBMM|Matilda O'Brien|44744590|12-23-88|GB17NWBK12238844744590|BARCGB2S|matilda46@sky.com|+447700845086|REF-BRIT-812826|ONE_OFF|ONE_OFF|SUSPENDED|2020-05-11|2020-06-02|2022-06-02|1785.37|7141.48|6|GBP|Service subscription|BACS
MND-0000000196|2026-04-14 09:08:16|CRED000421|Tesco Personal Finance|04735560|46-76-93|GB29NWBK46769304735560|BARCIE21|Theodore Patel|09868537|13-11-80|GB49NWBK13118009868537|SANTIE21|theodore.patel@sky.com|+447905298167|REF-TESC-391224|RECURRING|MONTHLY|ACTIVE|2025-11-01|2025-11-27|2026-11-27|3636.82|7273.64|2|GBP|Rent payment|BACS
MND-0000000197|2026-02-04 14:04:47|CRED000194|HBO Max UK|24922866|56-03-62|GB43NWBK56036224922866|NATWGB21|Ivy Harris|11915917|48-69-33|GB73NWBK48693311915917|TSBSGB21|ivy15@sky.com|+447904213469|REF-HBO-701120|RECURRING|WEEKLY|SUSPENDED|2023-02-22|2023-03-08|2027-03-08|182.75|365.50|7|GBP|Council tax|BACS
